2232500	11060,14261,6431,11000,679
2251750	23549,6571
2253250	9220,437,527,1031
2316250	28535,23475,28662,15065,9688
2322750	
2331750	27179,22732,22126,18805,953
2350750	
2364500	21865
2378500	3228,14153,18937,12886,2669
2386250	1008,948,7061,24507
2428500	17153,22915
2448250	24669,12541
2476250	
2480750	18172,22946,22843,15249
2492500	20979,19005,16939
2557000	
2616250	
2626250	20206
2676250	
2688750	1739,155,28391,15721,22749
2704750	5764,13592,3658,16483
2733500	19824
2737250	
2752000	12243,19772,11679,27906,3032
2756000	
2768250	
2771250	14694,28744,1494,12606,2513
2788750	23628,3647,11176,10702,3804
2797750	28270,3658
2807500	11329,3817,18024,5557,1015
2808500	
2823250	2610
2852250	21706
2870250	17606,4003,29363,8327,15096
2874500	10840,22094,4172,7868,28370
2882750	8943,29225,4452
2891500	3627,3047,14161,819,11176
2910750	
2920750	15173,22400,7071,23407,12285
2921750	7105,11201,143,27791
2940000	11272,24486,24519,11767,12220
2968250	17331,1831,27625,11624,28985
2975500	11329,12352,19745,14226,14153
2988000	12606,15828,17133,22482
3001000	24780,21995,679,4571,11080
3009000	5627,12964,11000,17732,12327
3010000	13975
3014750	28166,7868,13471,24922,2353
3031750	21565,7323,27198,19772,18131
3035250	11080
3054250	29203,5448,12285,14020,3151
3075000	
3089500	
3096750	15315
3114000	23928,20536
3148500	27346,155,22126,7620,16217
3149000	9804,9486
3168000	
3188000	9567,18025,16463,26618
3211250	23662,7173,239,17706,3390
3215500	
3216500	18697,8028,28992,21146,2963
3226500	11954,6621,27791
3245250	
3249250	28641,2513
3257000	
3266750	3228,13888,5416
3272000	
3282250	11857,29099,2739,27638,11357
3288250	25651,19394,5592,4750
3288750	
3293750	7070,26523,25193,18075
3295250	
3304500	4931,10461,1197,3804,18086
3310750	15432,24083,25086,23774,11176
3312500	
3317500	27514,11864,7105,3032,8261
3326250	27389,24459,8943,18712,20154
3335000	
3344750	17748,28177,11022,26333,684
3350250	18736,24765,3409,1672,3384
3363000	25742,18868
3396250	16939,29077
3404000	18273,8446,1385,3627,22246
3405000	
3410000	
3511000	13020,14020
3520000	20184,4499,21336,1337,5254
3524750	4491,26871
3549000	
3552000	
3573750	25260,15831,778
3581250	26546,23214,5086,28411,17783
3588500	530,18712,27251,23779,21336
3590000	7567,28924
3592750	14694,8704,16903
3625250	4411,16085,18180,5625,6057
3644250	7127,16406,4775,29473,17781
3661500	
3675000	13779,6498,10232,7297,8851
3684750	16754,16463
3719250	4960
3723750	4078,12271,3406,14020,25372
3734250	
3742000	2669,23656,7297,21847,26168
3751500	10193,9829,23284,28411
3781500	
3787750	26969,2610
3795000	29099
3799500	21768
3846250	15584,8719,23143,11679,1080
3849750	
3861500	20470,7868
3892750	
3895750	12933,5469
3903500	1392,15514
3913250	4235,8409,5845,12220,3626
3952000	4648,19837,13998,21844,25917
3954500	15584,15860
3963750	16624,3809,11176,4949,19421
3977750	1461,13975,25596,17087,17060
3981750	5185,22280,3228,23143,27791
4004500	19686,6571,18281
4025000	
4035250	27539,3423,11159,3185,8630
4037500	
4047000	3983,18712,22043,7208,29446
4054000	9090,11304,20121,24088,28124
4059500	12159,28465,16463
4063000	19974
4073250	22836,27415,17153
4087750	
4097500	
4102750	20585,26843,22523
4115500	6731,21899,14470,26619
4118250	
4133750	14451,25372,27638,20127,14248
4153000	22621,9567,21883,9111,9912
4184250	178,28710,11196,4949,23928
4186500	
4189500	
4193750	21657
4195500	20456,27407,28662,9802,12285
4215750	23656,15302,26127,19574,17356
4256000	7692,24944,5661,16331,14153
4256500	2410
4257000	27625
4259500	29099,9111,23628,12541,11176
4304250	10999,7868,27328,14902,24929
4317250	22029,18628,15159,4172,12173
4336750	
4370750	15638,4078,1666,23628
4376250	16155,15631,8689,27407,12790
4378500	16100,22947
4392000	
4399750	23207
4421250	
4423500	24193,4147,9111,6911,29490
4447000	
4454500	28184,26699,27117,15019
4475750	4281,25651,8689,27401,4949
4501000	
4503500	24193
4533750	4324,11431,10908,10970,24514
4547500	
4557250	21996
4606000	
4620000	14486
4625750	1000,3151,11734,17945,26000
4631250	15934,13103,20896
4658500	27625,25917,18075,10948,11330
4680000	
4712250	18388,20902
4716750	25820,2963,25318,2683,29202
4770500	5876,15315,24196,9165,10404
4782250	9658,15359,10193,27791,10778
4804500	
4809000	1461,22211,9193,27637
4809750	679
4814750	
4844000	15934,27396,21983,7868,5598
4850000	12512,4731,11605
4852000	7038
4852500	16500,911,26288,5848,10151
4853750	19955
4876750	949,11431
4880250	3382,15617
4886500	17640,26608,26789,18805
4895250	12068,9152,24541,20694,28418
4902250	2323,23628,14360,8207,27111
4907500	24196,23622,9709,6374,8775
4921000	23549,16672,28418,3032,19974
4922750	2669,20701,18489,18024
4956000	15315,21337
4963500	16572,21110,21092,18002
4967250	6101,17642,7868,28391,12431
4994000	
5011500	20180,11196,23013,22280,13749
5012750	2208,7963,13020,5053,11196
5024500	14265,528,29084,21110,13888
5027500	
5034000	7465
5037000	14796,19416,12068,20803,6880
5052000	7868
5059000	16668,9195
5061750	
5068750	
5078750	25669,23071,23628,12433,7260
5082500	
5082750	
5108000	15094,22556,27659,29547,10532
5110750	3324,25793,26114,1739,21146
5121750	
5139250	23826,1731,21336,11080,26716
5143250	6287,14482,29547,19457,12736
5155750	14661,2999,18805,7432,24669
5170500	6096,17581,18805,21672,19973
5187750	1481
5199750	679
5220750	28438,8689
5226250	15907,10726,24669,8689,26416
5226500	3627,23829,7868
5238000	21833,15138,2683,9620,15018
5239500	14153,14360,16939
5248750	27035,28924
5254500	24601,15918,22043,4336,29539
5256500	20679,3775,614
5261000	13592,24788,15308,1591,21581
5264500	4172,27791
5279750	2368,20386,3228,6880
5287000	
5292000	25669,8643,23779,19974
5293250	20506,15672,11519,4571,3995
5320000	3228
5336750	24669,15344,8965,11000,13494
5354000	18990,4595,20180,10014
5407750	16821,27060,16373,3850,6352
5438000	
5440500	17945,11080,5043
5440750	970,16243,14853,20045,19862
5465250	
5467250	19252,8763
5491500	20803,6880,21092,9472,25989
5522250	15315,4479
5539250	7868,8689,11983,18075,24258
5608250	
5642000	10726,7812,10840,3181,11080
5654000	528,5896,23861,29231,4571
5655250	11196,16500,3702,14048,9131
5693000	2655
5697750	476,27791,2367,16396
5726500	17244,13779,23465,14470
5735000	
5742000	10694,5593,29465,25248,19523
5745000	
5751500	19680,5336,26434,15086,5268
5754500	25618,3665,14784,15896,16836
5769750	24503,16116,18731,4440,16818
5780000	10702,23781,18736,18712,10325
5812000	19993,20506,2683,4039
5828250	9031
5846250	18200,1831
5847500	21865,28504
5865750	3228,11652,10268,28177,18296
5898500	7105,23433,15921
5899750	12220,21672
5901250	14575,12606
5906250	143,27791
5910250	28525
5911250	
5915250	15138,2367
5948500	
5952250	5067,5094
5957500	24966
5959000	14153,18805,14242,27791
5962750	21838,1950,3228,24172,9640
5968250	13097,16406,21840,26516
5980500	
5987000	
5994250	
5999000	26523,14666,5081,14265,10908
6003750	11679,3913,15414,26618,4750
6014750	
6015000	
6061250	10893,28985,11176,3190,16463
6067750	
6099250	13244,11823
6126750	25117,15019
6140500	
6150750	15831,18185,26523,17429,4835
6155250	4220,7850,1773,4059,15661
6172000	24704,7827
6205000	
6233750	3051,18180,3776,4220,10678
6234000	4220,4571,18051,17020,21372
6247250	25618,15814
6250250	
6257000	12285,16540,22749,23563,21071
6258500	12068
6264750	
6266000	23774,18292
6272000	2803,17400,12055
6299000	
6301250	25917,1031,8689,14292,574
6334000	23120
6354500	
6358500	
6380000	24459
6400000	2452,22371,2600,3536,15065
6412250	7260,15159
6412750	7208,3719,12666,5014
6433000	
6458000	
6458250	27205,23475,22280
6458500	8637
6497000	7927,20747
6515500	
6523250	
6564500	16406,29095,4949,14902,11790
6571000	12162,27052,13878,13430,4254
6571750	16540,9193,155
6572500	29099
6603750	
6619500	21067,1917,5221,3627,15934
6634500	
6654750	16110
6683250	
6683750	10169,29551,17945,29203,5267
6694750	20456,24196,3151,18730,23007
6700250	7957
6713250	2367,14261,16768,2945,17177
6751750	16243,3068
6754250	26789
6766250	3977,28945,18805,29547,6988
6768000	
6780500	10893,29099,4571
6807250	22393,13394,5529,8630,7233
6848000	8816,24601,26619,12977
6848750	202,8689,4163,4307,22894
6849750	2199,4819,12161,6757,27965
6852750	16939,12285,7356,27906,7208
6867750	
6872750	
6874250	2683,11080,15584,14265,18805
6897000	23223,7626,24177
6900500	
6904000	26546
6921750	19197,2367
6957500	22029,23861,14153,24898,27448
6977000	
6996000	6305,16067
6998500	1031,201
7002750	1481,5081
7003500	25090
7016500	26546,24193
7034000	1392,13265,14266,27153,17402
7060500	
7103000	23662,15423,5574,11080,15019
7116750	10308,23669,9912,12541,14930
7143250	10702,3074,23896,3181,26077
7149500	
7163250	8689,22609,19702,18791,26595
7184500	24517,7868,28463,27791,10193
7190750	27791,9413,14526
7211250	23656
7218000	15859,2421,21936,18630,6951
7269250	2729,24571,8637,23295,26180
7269750	4019
7286500	
7306250	28754,4691,2249
7320250	26728
7322250	23861
7323750	27019,3458
7345250	2750
7361250	28410
7367000	7061,21336,11888,18730,17945
7375000	11201,11857
7383000	
7405250	
7435500	27950,18024,178,24886,7975
7445000	18075,16463
7450000	20661,14261,9220,29202,27791
7476250	19416,1037,29099,23284,24907
7483500	
7494250	
7513250	
7545250	11679,14381,3228
7568250	
7568750	12285
7588000	17470,28975,7105,10329,28653
7600250	25570,3228,24869
7657250	7997,29445,2043,3228
7687500	6737,12182,16453,14603,3174
7699500	8719,9802,14182,11679,23928
7703750	3626,8278,23304,18868,6398
7715000	11790,24978,19394,13795
7785250	
7787500	
7797000	11196,6571,6447,12754,13942
7810250	8637
7830250	17237
7854500	22244,7323,14902,2421,4571
7860250	
7886000	6880,5094,9472
7892000	16913,1530,25366,8489,10928
7893250	
7898750	26894,21838
7918750	
7921500	22556,22583,28087,23612
7927750	15065,26288,3032,12674,20279
7976750	26806,19813,3228
8017000	22280,27505,23284,3719,15096
8033500	13888,6113,16939,28653,2471
8040000	8257,17400,21796,12994,17084
8049000	14240,26180,4582,22749,17664
8051750	29389
8060000	19882
8070000	
8072250	23143,27033,6098,22095,19514
8096750	24887,23628,1630,28641,21672
8100250	7868
8102000	768,21110
8111500	454,527,23793,12790,11018
8123500	
8129250	18097,8637,28617,7868,16323
8145500	21883
8149250	12162,24015,11679,2367,11196
8156500	10999,16420,6447,8842,9620
8160750	15308,17641,18529
8163500	26959,28438,18868,22621
8170750	
8172250	
8195000	5185,24519,8943,18024,21672
8215250	
8216500	22552,28481,3746,6148,18712
8216750	24281
8230750	24841,4949
8243500	4949,949,24869,4479,14048
8248750	
8271000	11280
8280500	17972,16674,19
8314250	11196,4626,25933,17770,4834
8324500	9848,7943,9657,18741,14020
8327250	
8346250	16939
8353250	7560,27205,22204,16331,3438
8385000	7680,9111,1548,19217,8528
8430000	10480
8435250	11679,22489,7105,21067,16110
8508750	
8523250	25500,1731
8528750	16913,15315,27791,15672
8529750	16939,28059,22583,26883,9702
8555500	29078,19379,10741,1282,27615
8573000	6158,19828,28049
8617500	28270,27625,4571,11280,26619
8622000	
8628250	20979,28481,8630,15390
8633500	5833,8148
8649250	18024,6571,16939
8666500	
8701250	
8702500	3390,11196,29547,7105,24780
8730250	911,28876,7611,3228,4571
8745250	23086
8757750	18024,24601,26288
8792750	
8799750	18024,4571,4389,3252,14261
8822250	17483,18013
8845250	22484,4039,18736,23928,554
8848250	
8861500	
8869250	
8909750	20803,15681,24054,28270
8910750	10948,27514,11330,24929,18167
8940500	11080,24172,251,25917,13784
8949750	17438,21962
8997500	
9015000	
9035750	18544,7850,21919,9881,17732
9039750	11196,3228,14580
9044750	
9055750	
9069000	11456,24534,22393,28017,15302
9076750	17748,18575
9079500	24447,25272,15741,27314,7868
9103250	876
9121750	2000,25733,15935,18805,5799
9123500	26789,13888,10176,18678,7080
9163000	23475,11482,5594,26576,6096
9173750	14097,16110,15315,11679,16540
9179500	17214,17835,17629,12220,20823
9199500	24969,4081,4578
9202750	
9212500	14596
9215000	14294
9244000	13471,7868,13442,14227,16177
9278500	
9288000	11328,2971
9344000	17024
9351750	11080,17921,14580,20626,2891
9352750	28759,6548,18075,17133
9394250	17087,14894,28899,19014,569
9394500	6880,15018,29099,22371,16540
9420500	
9436000	504,6571
9437500	15718,489,7208,28662,22280
9438000	
9463750	
9488750	
9512750	21593,4239,19903,27205,20800
9513250	18024,20800,12583,23928,9195
9586500	17401,414,27888,24601,8860
9592500	
9628250	23779
9651250	5639,1598,26754
9671750	
9685000	17032,5403
9694750	14550,28409,15383
9706000	29099,25933,13765,742,11487
9716500	13086,28065,6908
9720000	13830,2771
9782000	14902,18758,5367,7248,3151
9782500	5856,6352
9794000	10368,642
9802000	5883,21501,24601,12888
9807250	18905,7868,19890,6096,26699
9811750	
9839750	
9842500	21995,18805,25086,19048,7380
9906500	23656,26298,155,5185,12394
9946250	21865,23241,12754,26619
9972250	15138
9973000	
9979000	6096,251,8628
9982500	542,16009,20800
10000250	17153,28256,19974
10018000	
10047250	3555,12132
10052000	7680,12610,11696,22280,21110
10054250	19660,4667,11159,1079,20297
10057000	
10063000	21110,10893,14930,22889
10064500	8269,22583,5799,25830,12220
10069500	8978,4571,6665,24447,8637
10095000	14261,19973,16624,8278,26699
10112000	
10119250	
10185000	
10185750	
10212500	12927,24081,24788,15959
10224750	11679,25960,2613,21393,1481
10229250	18289,23774,24541,8689,22179
10234000	4039,25570,10970,14261,25086
10257500	10893,4281
10261750	17061,17348,21657,8278,19394
10264750	
10297000	25058,18075,27056
10302500	12754,14567,18167,2626,7409
10309250	10999,14942,8089,11734,9472
10312750	6154,3627,23783,20164,20367
10322250	1731,1880,5185,10702,18575
10393750	29265,3438,2437,17531
10401500	20979,8816,22950,12189,27791
10443000	19466,14482,28378,13460,10570
10477000	
10492250	11061,26464,23662,4949,28752
10513000	
10521000	17920,18612,19105,7868,21315
10533750	26972,24601,3032,14261,17945
10539250	2812,1461,14020
10546500	
10566000	7868,3854
10578000	18227,14073,13778,29213,20896
10588000	15138,9295,9209,14020
10592000	6951,1335
10592750	13093,15934,3804,646
10598500	155,7105,14165,11776,9563
10609250	8693,20979,19702,28694,21919
10619000	
10628500	5652,9846,25386,18075,2945
10642000	16754,11176,20536,26728,251
10653250	20180,26034,4320,619,18891
10654750	
10696000	19615,14153,25420,20979,1666
10713250	14446,22633,11220,617
10715500	
10756500	26771,14942,6656,17706
10768750	19993,6672,4683
10773000	19615,2999,9486,2257,9846
10774750	14942,1577
10790500	15716
10799000	
10816000	
10818500	1038,17855,5334,23779,9829
10831750	5640
10840750	
10845500	
10885750	
10915250	
10927500	
10933250	
10944750	7150,25372,28752
10966250	8689,4949,17087,251,14482
10972250	13672,23779
10976250	11679,16952,12285,14482,27888
10979500	
11022500	
11032250	
11046750	
11078500	9275
11111500	12379,27791
11114000	25372
11121500	24601,13049,8530,6597,15799
11129250	949
11131750	29472,882
11137750	24669,12068,24869,19891,22447
11141500	
11142000	17407,18180
11158000	360,25169,21930,8637,26422
11167500	
11169500	19277,2198,4220,10014,19217
11220500	12285
11225500	24869,25960,4731,16463,13020
11283500	10680,16463
11300000	12063,2963,13307
11307500	12068,8628,27711,5264,18167
11313000	7456,11196,27092,21865,17013
11321750	28481,4262,19891,21672,29330
11339250	
11340250	14294,26973
11352000	
11362000	10240,8693,17232,5330
11391250	28924
11397250	
11434750	7071,9985
11440500	20608,15584,4731,14226,7411
11493000	7868,12453,1533,9072,4694
11494250	11196,8676
11496750	3534
11503250	
11527500	27791,5305
11535250	2257,16463
11535500	
11552750	27791
11558000	749
11564250	25483,1831,14969,6104,9140
11579750	8410,12688
11590500	14821,17512
11601500	6299,12220,6190,12853,11080
11612500	16672,29334,18741,5848
11613500	
11616250	
11625250	18990,28017,21628,3740
11631250	
11632250	25022,4819
11646500	
11683250	14603,12541
11687000	8689
11701500	16481,17760,24737,4366
11711250	1392,21338,6175,10866,23861
11716000	
11730000	1446,21565,8296,12914,13390
11734000	26546,28985,13084,7747
11737250	
11747250	11244,9525,16154,24892,17959
11751000	
11761750	554,28975,3913
11772000	
11782250	7127
11794250	27092,1218,22365
11847750	
11874000	4220,18180,1282,12220,13844
11894500	26619
11896000	16564,3176,10872,22405,19166
11923000	
11936000	28470
11939000	25596
11947000	9522,13103,11080,21911,28967
11949750	6571,2198,25009,12063,13554
11957000	17060,17242,21078,21995,16818
11972750	15631,28855,954,7260,4846
